tau,rho,n_kalibrasi,skor_mentah,rec_t1,rec_t2,rec_t3,skor_makro3,rec_harus_pecah,rec_harus_utuh,skor_br,limf_tak_pecah,limf_lobus,eo_lobus
5.0,0.2,5736,0.8415271966527197,0.8832360300250208,0.8524458700882117,0.6907582938388626,0.8088133979840316,0.9478729778310365,0.9934086629001884,0.9706408203656125,0.9925864909390445,1.013179571663921,2.176130895091434
5.0,0.3,5736,0.8425732217573222,0.8840700583819849,0.8540497193263833,0.6907582938388626,0.8096260238490768,0.9478729778310365,0.9934086629001884,0.9706408203656125,0.9925864909390445,1.013179571663921,2.1738851459736925
5.0,0.4,5736,0.8439679218967922,0.8849040867389492,0.859663191659984,0.6812796208530806,0.8086156330840045,0.9466746554823248,0.9934086629001884,0.9700416591912566,0.9925864909390445,1.0123558484349258,2.1632980429900543
5.0,0.5,5736,0.8425732217573222,0.8874061718098415,0.8684843624699278,0.6386255924170616,0.798172042232277,0.9430796884361894,0.9943502824858758,0.9687149854610326,0.9942339373970346,1.0074135090609555,2.1421238370227784
5.0,0.6,5736,0.8322873082287309,0.8928273561301084,0.8708901363271853,0.5462085308056872,0.7699753410876603,0.9355901737567406,0.995291902071563,0.9654410379141518,0.9950576606260296,1.0049423393739703,2.1068334937439848
5.0,0.7,5736,0.8092747559274756,0.9020016680567139,0.8684843624699278,0.3708530805687204,0.713779703698454,0.9128220491312163,0.995291902071563,0.9540569756013897,0.9950576606260296,1.0049423393739703,2.0346487006737246
6.0,0.0,5736,0.8500697350069735,0.908673894912427,0.8652766639935846,0.6386255924170616,0.8041920504410244,0.9358897543439185,0.9934086629001884,0.9646492086220535,0.9925864909390445,1.013179571663921,2.126724414501123
6.0,0.1,5736,0.8500697350069735,0.908673894912427,0.8652766639935846,0.6386255924170616,0.8041920504410244,0.9358897543439185,0.9934086629001884,0.9646492086220535,0.9925864909390445,1.013179571663921,2.126724414501123
6.0,0.2,5736,0.8500697350069735,0.908673894912427,0.8652766639935846,0.6386255924170616,0.8041920504410244,0.9358897543439185,0.9934086629001884,0.9646492086220535,0.9925864909390445,1.013179571663921,2.126724414501123
6.0,0.3,5736,0.8505927475592747,0.9095079232693911,0.8656776263031275,0.6386255924170616,0.8046037139965266,0.9358897543439185,0.9934086629001884,0.9646492086220535,0.9925864909390445,1.013179571663921,2.125441129290985
6.0,0.4,5736,0.8514644351464435,0.9103419516263553,0.8684843624699278,0.6338862559241706,0.8042375233401513,0.9346914319952067,0.9934086629001884,0.9640500474476975,0.9925864909390445,1.0123558484349258,2.1190247032402953
6.0,0.5,5736,0.8493723849372385,0.9132610508757297,0.8748997594226142,0.5924170616113744,0.7935259573032395,0.9319952067106052,0.9943502824858758,0.9631727445982405,0.9942339373970346,1.0074135090609555,2.1004170676932947
6.0,0.6,5736,0.8387377963737797,0.9182652210175146,0.8757016840417001,0.5035545023696683,0.7658404691429611,0.9248052726183343,0.995291902071563,0.9600485873449487,0.9950576606260296,1.0049423393739703,2.0686557587423806
