tau,rho,n_A,n_B,auc,J_max,ambang,ambang_atas,lebar_persis,sepertiga_di_interval_persis,plateau_lo,plateau_hi,lebar_plateau_eps,sepertiga_di_plateau_eps,J_sepertiga,defisit_J_sepertiga,akurasi_sepertiga,akurasi_ambang,sens_band,spes_band,n_takpecah_A,n_takpecah_B,n_terpisah0,geser_mean,geser_sd,geser_rentang,frak_br_identik,frak_br_identik_normal
1.25,0.2,1555,976,0.9054263744662907,0.7820680248800801,0.37147841246231744,0.3714956989682348,1.72865059173688e-05,False,0.3587657577822075,0.37242264987106555,0.013656892088858064,False,0.7695983342997206,0.012469690580359516,0.9043856183326748,0.9047807190833662,0.9704180064308682,0.7991803278688525,123,32,596,0.0011175050573091069,0.003249472799827158,0.01386458278424963,0.9801903282190717,0.9907754396079562
1.25,0.3,1555,976,0.9060961467503031,0.7833541985135206,0.37147841246231744,0.3714956989682348,1.72865059173688e-05,False,0.3587657577822075,0.37242264987106555,0.013656892088858064,False,0.7698599177692267,0.01349428074429393,0.9047807190833662,0.9055709205847491,0.9717041800643087,0.798155737704918,123,32,592,0.0013439317191089625,0.003470088248792276,0.015270676295398251,0.9771800349582443,0.988023088023088
1.25,0.4,1555,976,0.9062885456749775,0.7839972853302409,0.37147841246231744,0.3714956989682348,1.72865059173688e-05,False,0.3587657577822075,0.37242264987106555,0.013656892088858064,False,0.7705030045859469,0.01349428074429404,0.9051758198340577,0.9059660213354406,0.9723472668810289,0.798155737704918,123,32,587,0.0015826854476907247,0.0036662608362839897,0.016295266459332776,0.9733928918236551,0.9856770833333334
1.25,0.5,1555,976,0.903666780876074,0.7816100890833377,0.3587657577822075,0.3593394089315999,0.0005736511493923957,False,0.3587657577822075,0.37242264987106555,0.013656892088858064,False,0.7690969110747984,0.01251317800853935,0.9047807190833662,0.9075464243382062,0.9729903536977492,0.7961065573770492,125,34,572,2.6018289221669296e-05,0.0037518197119649796,0.01655684992883886,0.9654301806175957,0.981379109688682
1.25,0.6,1555,976,0.8914748168256813,0.7720072742607138,0.3587657577822075,0.3593394089315999,0.0005736511493923957,False,0.3587657577822075,0.3587657577822075,0.0,False,0.7594940962521743,0.01251317800853946,0.9012248123271435,0.9039905175819835,0.9736334405144694,0.7858606557377049,138,48,556,-0.006446327494305637,0.0038263198705392396,0.0160771704180065,0.9496018644396971,0.9754619364375462
1.25,0.7,1555,976,0.8536078092878604,0.7389805492593959,0.3587657577822075,0.3593394089315999,0.0005736511493923957,False,0.3587657577822075,0.37242264987106555,0.013656892088858064,False,0.7278734647620052,0.011107084497390729,0.889766890557092,0.8921374950612406,0.9768488745980708,0.7510245901639344,194,91,528,-0.023896242453106814,0.013464730563476522,0.04043869590427496,0.9125072829675666,0.9626946200092492
1.5,0.0,1555,976,0.9042205866849402,0.7820680248800801,0.37147841246231744,0.3714956989682348,1.72865059173688e-05,False,0.3587657577822075,0.37242264987106555,0.013656892088858064,False,0.7685737441357863,0.013494280744293818,0.9039905175819835,0.9047807190833662,0.9704180064308682,0.798155737704918,138,37,596,0.0027366286919283567,0.0047048014810987275,0.016197090295714603,0.9695086424548456,0.9906268306971294
1.5,0.1,1555,976,0.9042205866849402,0.7820680248800801,0.37147841246231744,0.3714956989682348,1.72865059173688e-05,False,0.3587657577822075,0.37242264987106555,0.013656892088858064,False,0.7685737441357863,0.013494280744293818,0.9039905175819835,0.9047807190833662,0.9704180064308682,0.798155737704918,138,37,596,0.0027366286919283567,0.0047048014810987275,0.016197090295714603,0.9691202175179646,0.9903310870202168
1.5,0.2,1555,976,0.9045984660798061,0.7820680248800801,0.37147841246231744,0.3714956989682348,1.72865059173688e-05,False,0.3587657577822075,0.37242264987106555,0.013656892088858064,False,0.7685737441357863,0.013494280744293818,0.9039905175819835,0.9047807190833662,0.9704180064308682,0.798155737704918,138,37,596,0.0025751550435748403,0.005007852996573069,0.018627773970797526,0.9670809865993397,0.9879783023017152
1.5,0.3,1555,976,0.905287675926414,0.7833541985135206,0.37147841246231744,0.3714956989682348,1.72865059173688e-05,False,0.3587657577822075,0.37242264987106555,0.013656892088858064,False,0.7698599177692267,0.01349428074429393,0.9047807190833662,0.9055709205847491,0.9717041800643087,0.798155737704918,138,37,592,0.0029714886169819104,0.0049593725029606845,0.020033867481946147,0.9646533307438337,0.9857666911225238
